DD27071906076300,Panel1,BAD,XBBB01
DD27071906076301,Panel1,BAD,XBBB01
DD27071906076302,Panel1,BAD,XBBB01
DD27071906076306,Panel1,BAD,XBBB01
DD27071906076307,Panel1,BAD,XBBB01
DD27071906076308,Panel1,BAD,XBBB01
DD30071906025165,Panel2,BAD,XBBB02
DD30071906025166,Panel2,BAD,XBBB02
DD30071906025167,Panel2,BAD,XBBB02
DD30071906025171,Panel2,BAD,XBBB02
DD30071906025172,Panel2,BAD,XBBB02
DD30071906025173,Panel2,BAD,XBBB02
DD29071906044761,Panel3,BAD,XBBB03
DD29071906044762,Panel3,BAD,XBBB03
DD29071906044763,Panel3,BAD,XBBB03
DD29071906044767,Panel3,BAD,XBBB03
DD29071906044768,Panel3,BAD,XBBB03
DD29071906044769,Panel3,BAD,XBBB03
DD29071906044821,Panel4,BAD,XBBB03
DD29071906044822,Panel4,BAD,XBBB03
DD29071906044823,Panel4,BAD,XBBB03
DD29071906044827,Panel4,BAD,XBBB03
DD29071906044828,Panel4,BAD,XBBB03
DD29071906044829,Panel4,BAD,XBBB03
DD30071906026545,Panel5,BAD,XBBB04
DD30071906026546,Panel5,BAD,XBBB04
DD30071906026547,Panel5,BAD,XBBB04
DD30071906026551,Panel5,BAD,XBBB04
DD30071906026552,Panel5,BAD,XBBB04
DD30071906026553,Panel5,BAD,XBBB04
DD29071906044745,Panel6,BAD,XBBB04
DD29071906044744,Panel6,BAD,XBBB04
DD29071906044743,Panel6,BAD,XBBB04
DD29071906044739,Panel6,BAD,XBBB04
DD29071906044738,Panel6,BAD,XBBB04
DD29071906044737,Panel6,BAD,XBBB04
DD27071906076297,Panel7,BAD,XBBB05
DD27071906076298,Panel7,BAD,XBBB05
DD27071906076299,Panel7,BAD,XBBB05
DD27071906076303,Panel7,BAD,XBBB05
DD27071906076304,Panel7,BAD,XBBB05
DD27071906076305,Panel7,BAD,XBBB05
DD29071906008044,Panel8,BAD,XBBB05
DD29071906008045,Panel8,BAD,XBBB05
DD29071906008046,Panel8,BAD,XBBB05
DD29071906008050,Panel8,BAD,XBBB05
DD29071906008051,Panel8,BAD,XBBB05
DD29071906008052,Panel8,BAD,XBBB05
DD27071906076309,Panel9,BAD,XBBB20
DD27071906076310,Panel9,BAD,XBBB20
DD27071906076311,Panel9,BAD,XBBB20
DD27071906076315,Panel9,BAD,XBBB20
DD27071906076316,Panel9,BAD,XBBB20
DD27071906076317,Panel9,BAD,XBBB20
DD27071906076285,Panel10,BAD,XBBB20
DD27071906076286,Panel10,BAD,XBBB20
DD27071906076287,Panel10,BAD,XBBB20
DD27071906076291,Panel10,BAD,XBBB20
DD27071906076292,Panel10,BAD,XBBB20
DD27071906076293,Panel10,BAD,XBBB20
DD29071906044809,Panel11,BAD,XBBB21
DD29071906044810,Panel11,BAD,XBBB21
DD29071906044811,Panel11,BAD,XBBB21
DD29071906044815,Panel11,BAD,XBBB21
DD29071906044816,Panel11,BAD,XBBB21
DD29071906044817,Panel11,BAD,XBBB21
DD30071906026565,Panel12,BAD,XBBB22
DD30071906026564,Panel12,BAD,XBBB22
DD30071906026563,Panel12,BAD,XBBB22
DD30071906026559,Panel12,BAD,XBBB22
DD30071906026558,Panel12,BAD,XBBB22
DD30071906026557,Panel12,BAD,XBBB22
DD27071906076261,Panel13,BAD,XBBB22
DD27071906076262,Panel13,BAD,XBBB22
DD27071906076263,Panel13,BAD,XBBB22
DD27071906076267,Panel13,BAD,XBBB22
DD27071906076268,Panel13,BAD,XBBB22
DD27071906076269,Panel13,BAD,XBBB22
DD27071906076312,Panel14,BAD,XBBB27
DD27071906076313,Panel14,BAD,XBBB27
DD27071906076314,Panel14,BAD,XBBB27
DD27071906076318,Panel14,BAD,XBBB27
DD27071906076319,Panel14,BAD,XBBB27
DD27071906076320,Panel14,BAD,XBBB27
DD29071906044773,Panel15,BAD,XBBB30
DD29071906044774,Panel15,BAD,XBBB30
DD29071906044775,Panel15,BAD,XBBB30
DD29071906044779,Panel15,BAD,XBBB30
DD29071906044780,Panel15,BAD,XBBB30
DD29071906044781,Panel15,BAD,XBBB30
DD29071906044757,Panel16,GOOD,GOOD
DD29071906044756,Panel16,GOOD,GOOD
DD29071906044755,Panel16,GOOD,GOOD
DD29071906044751,Panel16,GOOD,GOOD
DD29071906044750,Panel16,GOOD,GOOD
DD29071906044749,Panel16,GOOD,GOOD
DD29071906044793,Panel17,GOOD,GOOD
DD29071906044792,Panel17,GOOD,GOOD
DD29071906044791,Panel17,GOOD,GOOD
DD29071906044787,Panel17,GOOD,GOOD
DD29071906044786,Panel17,GOOD,GOOD
DD29071906044785,Panel17,GOOD,GOOD
DD27071906076284,Panel18,GOOD,GOOD
DD27071906076283,Panel18,GOOD,GOOD
DD27071906076282,Panel18,GOOD,GOOD
DD27071906076278,Panel18,GOOD,GOOD
DD27071906076277,Panel18,GOOD,GOOD
DD27071906076276,Panel18,GOOD,GOOD
DD30071906026532,Panel19,GOOD,GOOD
DD30071906026531,Panel19,GOOD,GOOD
DD30071906026530,Panel19,GOOD,GOOD
DD30071906026526,Panel19,GOOD,GOOD
DD30071906026525,Panel19,GOOD,GOOD
DD30071906026524,Panel19,GOOD,GOOD
DD29071906044760,Panel20,GOOD,GOOD
DD29071906044759,Panel20,GOOD,GOOD
DD29071906044758,Panel20,GOOD,GOOD
DD29071906044754,Panel20,GOOD,GOOD
DD29071906044753,Panel20,GOOD,GOOD
DD29071906044752,Panel20,GOOD,GOOD
DD30071906025677,Panel21,GOOD,GOOD
DD30071906025676,Panel21,GOOD,GOOD
DD30071906025675,Panel21,GOOD,GOOD
DD30071906025671,Panel21,GOOD,GOOD
DD30071906025670,Panel21,GOOD,GOOD
DD30071906025669,Panel21,GOOD,GOOD
DD30071906024948,Panel22,GOOD,GOOD
DD30071906024947,Panel22,GOOD,GOOD
DD30071906024946,Panel22,GOOD,GOOD
DD30071906024942,Panel22,GOOD,GOOD
DD30071906024941,Panel22,GOOD,GOOD
DD30071906024940,Panel22,GOOD,GOOD
DD29071906044772,Panel23,GOOD,GOOD
DD29071906044771,Panel23,GOOD,GOOD
DD29071906044770,Panel23,GOOD,GOOD
DD29071906044766,Panel23,GOOD,GOOD
DD29071906044765,Panel23,GOOD,GOOD
DD29071906044764,Panel23,GOOD,GOOD
DD27071906076281,Panel24,GOOD,GOOD
DD27071906076279,Panel24,GOOD,GOOD
DD27071906076280,Panel24,GOOD,GOOD
DD27071906076274,Panel24,GOOD,GOOD
DD27071906076275,Panel24,GOOD,GOOD
DD27071906076273,Panel24,GOOD,GOOD
DD29071906042813,Panel25,GOOD,GOOD
DD29071906042812,Panel25,GOOD,GOOD
DD29071906042811,Panel25,GOOD,GOOD
DD29071906042807,Panel25,GOOD,GOOD
DD29071906042806,Panel25,GOOD,GOOD
DD29071906042805,Panel25,GOOD,GOOD
DD30071906025188,Panel26,GOOD,GOOD
DD30071906025187,Panel26,GOOD,GOOD
